Fighter,Opponent,Result,Event,Event_date,Method,Referee,Round,Time
Curtis Millender,Fernando Gonzalez,loss,Bellator 137 - Halsey vs. Grove,May / 15 / 2015,Submission (Guillotine Choke),John McCarthy,3,1:14
Curtis Millender,Brennan Ward,loss,Bellator 134 - British Invasion,Feb / 27 / 2015,Submission (Rear-Naked Choke),John McCarthy,1,1:37
Curtis Millender,James Chaney,win,FCOC - Fight Club OC,Oct / 16 / 2014,TKO (Doctor Stoppage),Mike Bell,1,0:48
Curtis Millender,Dominic Waters,win,FCOC - Fight Club OC,Jun / 19 / 2014,Decision (Split),John McCarthy,3,5:00
Curtis Millender,John Mercurio,win,FCOC - Fight Club OC,Apr / 17 / 2014,Decision (Unanimous),John McCarthy,3,5:00
Curtis Millender,Alex Suhonosov,win,FCOC - Fight Club OC,Dec / 05 / 2013,Decision (Unanimous),N/A,3,5:00
Curtis Millender,J.C. Llamas,win,FCOC - Fight Club OC,Aug / 15 / 2013,Decision (Unanimous),John McCarthy,3,3:00
Curtis Millender,Blake Belshe,win,FCOC - Fight Club OC,Apr / 11 / 2013,KO (Punch),Michael Bell,1,0:34
Curtis Millender,Paul Gemmati,win,FCOC - Fight Club OC,Feb / 28 / 2013,Decision (Unanimous),Nelson Hamilton,3,5:00
Cynthia Calvillo,Katlyn Chookagian,loss,UFC 255 - Figueiredo vs. Perez,Nov / 21 / 2020,Decision (Unanimous),Mark Smith,3,5:00
Cynthia Calvillo,Jessica Eye,win,UFC on ESPN 10 - Eye vs. Calvillo,Jun / 13 / 2020,Decision (Unanimous),Herb Dean,5,5:00
Cynthia Calvillo,Marina Rodriguez,draw,UFC on ESPN 7 - Overeem vs. Rozenstruik,Dec / 07 / 2019,Draw (Majority),Fernando Yamasaki,3,5:00
Cynthia Calvillo,Cortney Casey,win,UFC on ESPN 1 - Ngannou vs. Velasquez,Feb / 17 / 2019,Decision (Unanimous),Jason Herzog,3,5:00
Cynthia Calvillo,Poliana Botelho,win,UFC Fight Night 140 - Magny vs. Ponzinibbio,Nov / 17 / 2018,Submission (Rear-Naked Choke),Herb Dean,1,4:48
Cynthia Calvillo,Carla Esparza,loss,UFC 219 - Cyborg vs. Holm,Dec / 30 / 2017,Decision (Unanimous),Chris Tognoni,3,5:00
Cynthia Calvillo,Joanne Calderwood,win,UFC Fight Night 113 - Nelson vs. Ponzinibbio,Jul / 16 / 2017,Decision (Unanimous),Marc Goddard,3,5:00
Cynthia Calvillo,Pearl Gonzalez,win,UFC 210 - Cormier vs. Johnson 2,Apr / 08 / 2017,Submission (Rear-Naked Choke),Keith Peterson,3,3:45
Cynthia Calvillo,Amanda Bobby Brundage,win,UFC 209 - Woodley vs. Thompson 2,Mar / 04 / 2017,Submission (Rear-Naked Choke),Herb Dean,1,3:19
Cynthia Calvillo,Montana De La Rosa,win,LFA 1 - Peterson vs. Higo,Jan / 13 / 2017,TKO (Punches),Aaron Menard,3,2:54
Cynthia Calvillo,Gillian Robertson,win,GKO 8 - Global Knockout 8,Nov / 19 / 2016,Decision (Unanimous),Josh Rosenthal,3,5:00
Cynthia Calvillo,Jessica Sanchez-Birch,win,GKO 7 - Global Knockout 7,Aug / 27 / 2016,TKO (Punches),Herb Dean,2,3:21
Cyril Asker,Tai Tuivasa,loss,UFC 221 - Romero vs. Rockhold,Feb / 10 / 2018,TKO (Punches and Elbows),Steve Perceval,1,2:18
Cyril Asker,Yaozong Hu,win,UFC Fight Night 122 - Bisping vs. Gastelum,Nov / 25 / 2017,Submission (Rear-Naked Choke),Thomas Fan,2,2:33
Cyril Asker,Walt Harris,loss,UFC Fight Night 111 - Holm vs. Correia,Jun / 17 / 2017,TKO (Punches and Elbows),John Sharp,1,1:44
Cyril Asker,Dmitry Smoliakov,win,UFC Fight Night 103 - Rodriguez vs. Penn,Jan / 15 / 2017,TKO (Punches and Elbows),Al Guinee,1,2:41
Cyril Asker,Jared Cannonier,loss,UFC Fight Night 86 - Rothwell vs. Dos Santos,Apr / 10 / 2016,KO (Punches and Elbows),Grant Waterman,1,2:44
Cyril Asker,Andrew van Zyl,win,EFC - Extreme Fighting Championship 44,Oct / 03 / 2015,Submission (Guillotine Choke),Ferdi Basson,1,3:25
Cyril Asker,Ruan Potts,win,EFC - Extreme Fighting Championship 40,Jun / 06 / 2015,TKO (Retirement),Ferdinand Basson,1,5:00
Cyril Asker,Ricky Misholas,win,EFC - Extreme Fighting Championship 37,Feb / 21 / 2015,Decision (Unanimous),N/A,3,5:00
Cyril Asker,Juha Saarinen,win,Cage - Cage 27,Nov / 08 / 2014,TKO (Punches),N/A,2,4:19
Cyril Asker,Eugen Buchmueller,win,Roundhouse MMA - The Beginning,Oct / 06 / 2013,Submission (Rear-Naked Choke),Wolf Menninger,1,0:59
Cyril Asker,Karl Moore,loss,CC 17 - Rooney vs. Philpott,May / 25 / 2013,Submission (Rear-Naked Choke),Carl Bruins,3,0:00
Cyril Asker,Peter Tornow,win,MMA Berlin - Tournament 33,Mar / 16 / 2013,Decision (Unanimous),Wolf Menninger,3,5:00
Cyril Asker,Adam Brearley,win,CWFC - Fight Night 4,Mar / 16 / 2012,TKO (Punches),Neil Hall,1,4:30
Da Un Jung,William Knight,win,UFC on ABC 2 - Vettori vs. Holland,Apr / 10 / 2021,Decision (Unanimous),Mark Smith,3,5:00
Da Un Jung,Sam Alvey,draw,UFC 254 - Nurmagomedov vs. Gaethje,Oct / 24 / 2020,Draw (Split),Anders Ohlsson,3,5:00
Da Un Jung,Mike Rodriguez,win,UFC Fight Night 165 - Edgar vs. Korean Zombie,Dec / 21 / 2019,KO (Punches),Marc Goddard,1,1:04
Da Un Jung,Khadis Ibragimov,win,UFC Fight Night 157 - Andrade vs. Zhang,Aug / 31 / 2019,Submission (Guillotine Choke),Leon Roberts,3,2:00
Da Un Jung,Sasa Milinkovic,win,Heat - Heat 44,Mar / 02 / 2019,TKO (Elbows),N/A,3,0:58
Da Un Jung,Abutalib Halilov,win,RFC Way Of The Dragon - Championships 3,Jan / 12 / 2019,TKO (Elbows),N/A,2,3:10
Da Un Jung,Yuto Nakajima,win,Heat - Heat 43,Sep / 17 / 2018,TKO (Punches),N/A,2,1:33
Da Un Jung,Peterson Almeida Vilela,win,Heat - Heat 42,May / 27 / 2018,TKO (Punches and Elbows),N/A,2,3:55
Da Un Jung,Hulk Hulk,win,Heat - Heat 41,Dec / 23 / 2017,KO (Punches),N/A,1,2:20
Da Un Jung,Ryo Sakai,win,TFC 15 - Top FC 15,Jul / 22 / 2017,Decision (Unanimous),N/A,3,5:00
Da Un Jung,Hyun Soo Lee,win,Top FC - TFC Dream 2: Lightweight Tournament Semifinals,Jan / 21 / 2017,TKO (Punches),N/A,1,1:54
Da Un Jung,Shunsuke Inoue,win,Heat - Heat 38,Sep / 25 / 2016,TKO (Punches),N/A,2,3:26
Da Un Jung,Handong Kong,win,AOW - Art of War 18,Jul / 30 / 2016,Submission (Arm-Triangle Choke),Herb Dean,1,7:30
Da Un Jung,Lucas Tani,win,Heat - Heat 37,Mar / 06 / 2016,TKO (Punches),N/A,3,2:24
Da Un Jung,Roque Martinez,loss,Top FC 9 - Battle of Incheon,Oct / 24 / 2015,Submission (Kimura),N/A,1,4:30
Da Un Jung,Jun Soo Lim,loss,Top FC 8 - Heart of a Champion,Aug / 15 / 2015,Decision (Majority),N/A,3,5:00
Da Un Jung,Hyung  Chul-Lee,win,Top FC 7 - Return to Basics,May / 29 / 2015,TKO (Punches),N/A,1,1:45
Dakota Bush,Austin Hubbard,loss,UFC on ESPN 22 - Whittaker vs. Gastelum,Apr / 17 / 2021,Decision (Unanimous),Keith Peterson,3,5:00
Dakota Bush,Austin Clem,win,LFA 98 - Fremd vs. Oliveira,Jan / 29 / 2021,TKO (Head Kick and Punches),Marcio Laselva,1,0:57
Dakota Bush,Brian Del Rosario,win,LFA 92 - Wirth vs. Askar,Oct / 02 / 2020,Submission (Rear-Naked Choke),Nick Berens,1,2:38
Dakota Bush,Jaleel Willis,loss,LFA 67 - James vs. Martin,May / 24 / 2019,Decision (Unanimous),Darryl Cantrell,3,5:00
Dakota Bush,Jordin Hinman,win,LFA 60 - Anglickas vs. York,Feb / 15 / 2019,Technical Submission (Rear-Naked Choke),Bruce Allen,1,2:05
Dakota Bush,Patrick Rivera,win,LFA 49 - Brady vs. Urbina,Sep / 14 / 2018,Submission (Rear-Naked Choke),Liam Kerrigan,3,4:49
Dakota Bush,Bryce Logan,loss,LFA 37 - Bice vs. Perez,Apr / 20 / 2018,Decision (Unanimous),Bobby Wombacher,3,5:00
Dakota Bush,Jose Martinez,win,LFA 21 - Noblitt vs. Branjao,Sep / 01 / 2017,Submission (Rear-Naked Choke),Mike England,1,2:01
Dakota Bush,CJay Hunter,win,GFS - Gateway Fighting Series 8: Destiny,Mar / 03 / 2017,Decision (Unanimous),Marc Wasem,3,5:00
Dakota Bush,Chris Petty,win,Shamrock FC - Shamrock 273,Jul / 23 / 2016,Decision (Split),Marc Wasem,3,5:00
Dakota Bush,Isaac Collazo,win,Rumble Time Promotions - Cage Champions 54,Jan / 15 / 2016,TKO (Punches),Marc Wasem,1,2:53
Dalcha Lungiambula,Markus Perez,win,UFC on ESPN 20 - Chiesa vs. Magny,Jan / 20 / 2021,Decision (Unanimous),Herb Dean,3,5:00
Dalcha Lungiambula,Magomed Ankalaev,loss,UFC Fight Night 163 - Magomedsharipov vs. Kattar,Nov / 09 / 2019,KO (Front Kick and Punch),Marc Goddard,3,0:29
Dalcha Lungiambula,Dequan Townsend,win,UFC on ESPN 3 - Ngannou vs. Dos Santos,Jun / 29 / 2019,TKO (Punches and Elbows),Travis Metteer,3,0:42
Dalcha Lungiambula,Andrew van Zyl,win,EFC 71 - EFC Worldwide 71,Jun / 23 / 2018,Decision (Split),N/A,5,5:00
Dalcha Lungiambula,Stuart Austin,win,EFC 65 - EFC Worldwide 65,Nov / 04 / 2017,TKO (Punches),Ferdinand Basson,2,1:48
Dalcha Lungiambula,Alan Baudot,win,EFC 61 - EFC Worldwide 61,Jul / 08 / 2017,KO (Punch),Ferdinand Basson,1,0:26
Dalcha Lungiambula,Tumelo Maphutha,win,EFC 52 - EFC Worldwide 52,Aug / 05 / 2016,Decision (Unanimous),Ferdinand Basson,5,5:00
Dalcha Lungiambula,Gideon Drotschie,win,EFC - Extreme Fighting Championship 45,Nov / 07 / 2015,TKO (Submission to Punches),Ferdinand Basson,4,1:10
Dalcha Lungiambula,Norman Wessels,loss,EFC - Extreme Fighting Championship 42,Aug / 08 / 2015,Submission (Rear-Naked Choke),N/A,2,1:45
Dalcha Lungiambula,Yannick Bahati,win,EFC - Extreme Fighting Championship 39,May / 07 / 2015,Decision (Unanimous),N/A,3,5:00
Dalcha Lungiambula,Danie van Heerden,win,EFC - Extreme Fighting Championship 35,Nov / 06 / 2014,Decision (Unanimous),Ferdi Basson,3,5:00
Dalcha Lungiambula,Pete Motaung,win,EFC - Extreme Fighting Championship 34,Oct / 02 / 2014,Submission (Armbar),N/A,1,3:51
Dalcha Lungiambula,Roelof Scheepers,win,EFC Africa - Extreme Fighting Championship Africa 30,Jun / 05 / 2014,TKO,N/A,1,N/A
Damian Stasiak,Andrey Lezhnev,win,KSW 61 - To Fight or Not To Fight,Jun / 05 / 2021,Submission (Triangle Choke),Tomasz Bronder,1,2:41
Damian Stasiak,Patryk Surdyn,win,KSW 55 - Askham vs. Khalidov 2,Oct / 10 / 2020,Technical Submission (Arm-Triangle Choke),Tomasz Bronder,2,4:17
Damian Stasiak,Antun Racic,loss,KSW 51 - Zagreb,Nov / 09 / 2019,Decision (Unanimous),Tomasz Bronder,5,5:00
Damian Stasiak,Nikolay Kondratyuk,win,RWC 2 - Turniej Wagi Ciezkiej,Apr / 13 / 2019,Technical Submission (Arm-Triangle Choke),Lukasz Bosacki,1,1:52
Damian Stasiak,Pingyuan Liu,loss,UFC Fight Night 134 - Shogun vs. Smith,Jul / 22 / 2018,Decision (Unanimous),Kevin Sataki,3,5:00
Damian Stasiak,Brian Kelleher,loss,UFC Fight Night 118 - Cerrone vs. Till,Oct / 21 / 2017,TKO (Punches),Piotr Michalak,3,3:39
Damian Stasiak,Pedro Munhoz,loss,UFC Fight Night 109 - Gustafsson vs. Teixeira ,May / 28 / 2017,Decision (Unanimous),Neil Hall,3,5:00
Damian Stasiak,Davey Grant,win,UFC 204 - Bisping vs. Henderson 2,Oct / 08 / 2016,Submission (Armbar),Kevin Sataki,3,3:56
Damian Stasiak,Filip Pejic,win,UFC Fight Night 86 - Rothwell vs. Dos Santos,Apr / 10 / 2016,Submission (Rear-Naked Choke),Marc Goddard,1,2:16
Damian Stasiak,Yaotzin Meza,loss,UFC Fight Night 64 - Gonzaga vs. Cro Cop 2,Apr / 11 / 2015,Decision (Unanimous),Leon Roberts,3,5:00
Damian Stasiak,Mike Grundy,win,BAMMA 19 - Petley vs. Stapleton,Mar / 28 / 2015,Submission (Triangle Choke),N/A,2,4:18
Damian Stasiak,Kamil Selwa,win,ACB 13 - Poland,Jan / 31 / 2015,Submission (Rear-Naked Choke),Piotr Michalak,1,3:42
Damian Stasiak,Lukasz Grochowski,win,3F - Extreme Fight Cage,Jan / 25 / 2014,Decision (Unanimous),Lukasz Porebski,2,5:00
Damian Stasiak,Konrad Sokulski,win,3F - Extreme Fight Cage,Jan / 25 / 2014,Submission (Rear-Naked Choke),Lukasz Porebski,2,1:31
Damian Stasiak,Tomasz Boduszek,win,3F - Extreme Fight Cage,Jan / 25 / 2014,Submission (Rear-Naked Choke),Lukasz Porebski,1,1:32
Damian Stasiak,Dmitry Silnyagin,loss,Rod Fighting - Vo Slavu Roda: Overtime 2,Apr / 27 / 2013,Decision (Unanimous),Alexander Sidorin,3,5:00
Damian Stasiak,Magomed Magomedov,loss,M-1 Challenge 37 - Khamanaev vs. Puhakka,Feb / 27 / 2013,Decision (Unanimous),N/A,3,5:00
Damian Stasiak,Krzysztof Klaczek,win,PMMAF - Polish MMA Championships Finals,Nov / 05 / 2011,Decision (Unanimous),N/A,2,5:00
Damian Stasiak,Pawel Chwalinski,win,PMMAF - Polish MMA Championships Finals,Nov / 05 / 2011,Submission (Rear-Naked Choke),N/A,1,4:15
Damian Stasiak,Marcin Moskiewski,win,PMMAF - Polish MMA Championships Finals,Nov / 05 / 2011,KO (Punch),N/A,2,2:52
Damir Hadzovic,Yancy Medeiros,win,UFC Fight Night 190 - Gane vs. Volkov,Jun / 26 / 2021,Decision (Unanimous),Chris Tognoni,3,5:00
Damir Hadzovic,Renato Carneiro,loss,UFC Fight Night 170 - Lee vs. Oliveira,Mar / 14 / 2020,Submission (Rear-Naked Choke),Eduardo Herdy,1,0:44
Damir Hadzovic,Christos Giagos,loss,UFC Fight Night 153 - Gustafsson vs. Smith,Jun / 01 / 2019,Decision (Unanimous),Rich Mitchell,3,5:00
Damir Hadzovic,Marco Polo Reyes,win,UFC Fight Night 145 - Blachowicz vs. Santos,Feb / 23 / 2019,TKO (Punches),Leon Roberts,2,2:03
Damir Hadzovic,Nick Hein,win,UFC Fight Night 134 - Shogun vs. Smith,Jul / 22 / 2018,Decision (Split),Rich Mitchell,3,5:00
Damir Hadzovic,Alan Patrick,loss,UFC Fight Night 125 - Machida vs. Anders,Feb / 03 / 2018,Decision (Unanimous),Mario Yamasaki,3,5:00
Damir Hadzovic,Marcin Held,win,UFC Fight Night 109 - Gustafsson vs. Teixeira ,May / 28 / 2017,KO (Knee),Bobby Rehman,3,0:07
Damir Hadzovic,Mairbek Taisumov,loss,UFC Fight Night 86 - Rothwell vs. Dos Santos,Apr / 10 / 2016,KO (Punch),Kevin Sataki,1,3:44
Damir Hadzovic,Ivan Musardo,win,Venator FC - Guerrieri Italiani Finals,May / 30 / 2015,TKO (Corner Stoppage),Marc Goddard,2,5:00
Damir Hadzovic,Martin Delaney,win,CWFC 69 - Super Saturday,Jun / 07 / 2014,Decision (Unanimous),David Swann,3,5:00
Damir Hadzovic,John Maguire,win,CWFC 66 - Cage Warriors Fighting Championship 66,Mar / 22 / 2014,KO (Knees and Punches),Rich Mitchell,1,3:58
Damir Hadzovic,Thibault Colleuil,win,EMMA 7 - European MMA 7,Nov / 07 / 2013,Submission (Armbar),Rene Martin,1,N/A
Damir Hadzovic,Nic Osei,win,WKN - Valhalla: Battle of the Vikings,Mar / 09 / 2013,TKO (Punches),N/A,2,0:00
Damir Hadzovic,Matej Truhan,win,RA - Royal Arena 2,Aug / 31 / 2012,Decision (Majority),N/A,3,5:00
Damir Hadzovic,Krzysztof Jotko,loss,MMAA - MMA Attack 2,Apr / 27 / 2012,Decision (Unanimous),John McCarthy,3,5:00
Damir Hadzovic,Andreas Stahl,loss,CFL 2 - Cage Fight Live,Nov / 19 / 2011,Decision (Unanimous),N/A,3,5:00
Damir Hadzovic,Jaroslav Poborsky,win,CFL - Cage Fight Live 1,Apr / 09 / 2011,Submission (Rear-Naked Choke),N/A,2,3:14
Damir Hadzovic,Michael Hojermark,win,The Zone FC 7 - Warriors,Nov / 27 / 2010,TKO (Doctor Stoppage),Marko Gyllenland,3,3:11
Damir Hadzovic,Tim Waage,win,FG 15 - Hot as Hell,Sep / 11 / 2010,Submission (Brabo Choke),N/A,1,4:18
Damir Hadzovic,Alaan Briefkani,win,FG 11 - Fighter Gala 11,Nov / 14 / 2009,TKO,N/A,1,3:29
Damir Ismagulov,Rafael Alves,win,UFC Fight Night 188 - Font vs. Garbrandt,May / 22 / 2021,Decision (Unanimous),Chris Tognoni,3,5:00
Damir Ismagulov,Thiago Moises,win,UFC Fight Night 157 - Andrade vs. Zhang,Aug / 31 / 2019,Decision (Unanimous),John Sharp,3,5:00
Damir Ismagulov,Joel Alvarez,win,UFC Fight Night 145 - Blachowicz vs. Santos,Feb / 23 / 2019,Decision (Unanimous),Jakub Muller,3,5:00
Damir Ismagulov,Alex Gorgees,win,UFC Fight Night 142 - Dos Santos vs. Tuivasa,Dec / 01 / 2018,Decision (Unanimous),Neil Swailes,3,5:00
Damir Ismagulov,Artem Damkovsky,win,M-1 Challenge 94 - Ismagulov vs. Damkovsky,Jun / 15 / 2018,TKO (Hand Injury),Viktor Korneev,1,3:53
Damir Ismagulov,Raul Tutarauli,win,M-1 Challenge 88 - Ismagulov vs. Tutarauli,Feb / 22 / 2018,Decision (Unanimous),Marco Broersen,5,5:00
Damir Ismagulov,Rogerio Matias da Conceicao,win,M-1 Challenge 85 - Ismagulov vs. Karranca,Nov / 10 / 2017,Decision (Unanimous),Marco Broersen,3,5:00
Damir Ismagulov,Maxim Divnich,win,M-1 Challenge 78 - Divnich vs. Ismagulov,May / 26 / 2017,TKO (Punches),Marco Broersen,5,4:47
Damir Ismagulov,Morgan Heraud,win,M-1 Challenge 74 - Yusupov vs. Puetz,Feb / 18 / 2017,TKO (Punches),Vyacheslav Kiselev,3,1:31
Damir Ismagulov,Murat Bakhtorazov,win,Alash Pride / Zhekpe Zhek - Alash Pride,Dec / 14 / 2016,TKO (Punches),N/A,1,3:52
Damir Ismagulov,Aibek Nurseit,win,Alash Pride / Zhekpe Zhek - Alash Pride,Dec / 14 / 2016,TKO (Punches),N/A,1,4:03
Damir Ismagulov,Temirlan Aysadilov,win,Alash Pride / Zhekpe Zhek - Alash Pride,Dec / 14 / 2016,TKO (Punches),N/A,2,2:49
Damir Ismagulov,Rubenilton Pereira,win,M-1 Challenge 72 - Kunchenko vs. Abdulaev 2,Nov / 18 / 2016,Decision (Unanimous),Lukasz Bosacki,3,5:00
Damir Ismagulov,Ilias Chyngyzbek,win,NFC 6 - Naiza Fighter Championship 6,Sep / 16 / 2016,Decision (Unanimous),N/A,5,5:00
Damir Ismagulov,Raul Tutarauli,win,M-1 Challenge 66 - Nemkov vs. Yusupov,May / 27 / 2016,TKO (Punches),Marco Broersen,3,3:49
Damir Ismagulov,Vyacheslav Ten,win,M-1 Challenge 65 - Emeev vs. Falcao,Apr / 08 / 2016,Submission (Rear-Naked Choke),Viktor Korneev,1,2:31
Damir Ismagulov,Gennady Sysoev,win,Scythian Gold - MMA Fight Night,Mar / 04 / 2016,TKO (Submission to Punches),N/A,3,N/A
Damir Ismagulov,Javier Fuentes,win,OMMAF - Scythian Gold 2015,Nov / 21 / 2015,TKO (Punches),N/A,1,N/A
Damir Ismagulov,Ramazan Esenbaev,loss,M-1 Challenge 61 - Battle of Narts,Sep / 20 / 2015,Decision (Unanimous),Viktor Korneev,3,5:00
Damir Ismagulov,Pedro Eugenio Granjo,win,M-1 Challenge 59 - Battle of Nomads 5,Jul / 03 / 2015,TKO (Punches),Lukasz Bosacki,1,2:53
Damir Ismagulov,Sergei Andreev,win,M-1 Challenge 57 - Battle in the Heart of the Continent,May / 02 / 2015,Decision (Unanimous),Viktor Korneev,3,5:00
Damir Ismagulov,Fuad Aliev,win,KZMMAF - Battle of Nomads 3,Apr / 11 / 2015,Decision,N/A,3,5:00
Damir Ismagulov,Eldar Magomedov,win,KZMMAF - Battle of Nomads 2,Nov / 30 / 2014,TKO,N/A,1,4:32
Damir Ismagulov,David Bacskai,win,OMMAF - Scythian Gold 2014,Oct / 18 / 2014,TKO (Punches),Alexander Ivanov,1,3:57
Damon Jackson,Ilia Topuria,loss,UFC on ESPN 19 - Hermansson vs. Vettori,Dec / 05 / 2020,KO (Punches),Mark Smith,1,2:38
Damon Jackson,Mirsad Bektic,win,UFC Fight Night 178 - Covington vs. Woodley,Sep / 19 / 2020,Submission (Guillotine Choke),Dan Miragliotta,3,1:21
Damon Jackson,Mauro Chaulet,win,LFA 83 - Jackson vs. Chaulet,Mar / 06 / 2020,Submission (Rear-Naked Choke),Don Turnage,1,2:11
Damon Jackson,Movlid Khaybulaev,loss,Professional Fighters League - PFL 2: 2019 Regular Season,May / 23 / 2019,KO (Flying Knee),Steve Drita,1,0:10
Damon Jackson,Nate Jennerman,win,LFA 47 - Jackson vs. Jennerman,Aug / 10 / 2018,KO (Punch),Aaron Menard,2,0:33
Damon Jackson,Jeremy Spoon,win,LFA 40 - Aguilar vs. Le,May / 25 / 2018,Submission (Rear-Naked Choke),Don Turnage,2,3:59
Damon Jackson,Chris Pecero,win,LFA 33 - Willis vs. Stewart,Feb / 16 / 2018,Technical Submission (Arm-Triangle Choke),Steve Armstrong,1,0:38
Damon Jackson,Anselmo Luis Luna Jr.,win,LFA 28 - Jackson vs. Luna,Dec / 08 / 2017,Submission (Rear-Naked Choke),Don Turnage,1,4:58
Damon Jackson,Eliazar Rodriguez,win,LFA 16 - Bedford vs. Flick,Jul / 14 / 2017,Submission (Rear-Naked Choke),Steve Armstrong,1,3:49
Damon Jackson,Kevin Aguilar,loss,LFA 4 - Aguilar vs. Jackson,Feb / 17 / 2017,KO (Punches),Buddy Caskey,3,4:05
Damon Jackson,Charles Cheeks III,win,LFA 1 - Peterson vs. Higo,Jan / 13 / 2017,Submission (Rear-Naked Choke),Aaron Menard,2,1:24
Damon Jackson,Levi Mowles,win,LFC 61 - Legacy Fighting Championship 61,Oct / 14 / 2016,Decision (Unanimous),Seth Fuller,3,5:00
Damon Jackson,Levan Makashvili,draw,UFC on Fox 18 - Johnson vs. Bader,Jan / 30 / 2016,Draw (Majority),Gasper Oliver,3,5:00
Damon Jackson,Rony Mariano Bezerra,NC,UFC Fight Night 67 - Condit vs. Alves,May / 30 / 2015,No Contest (Overturned by CABMMA),Kevin MacDonald,1,3:31
Damon Jackson,Yancy Medeiros,loss,UFC 177 - Dillashaw vs. Soto,Aug / 30 / 2014,Technical Submission (Reverse Bulldog Choke),Jason Herzog,2,1:54
Damon Jackson,Leonard Garcia,win,LFC 33 - Legacy Fighting Championship 33,Jul / 18 / 2014,Submission (Arm-Triangle Choke),Don Turnage,1,1:32
Damon Jackson,Hunter Tucker,win,LFC 28 - Legacy Fighting Championship 28,Feb / 21 / 2014,Submission (Rear-Naked Choke),Don Turnage,2,3:24
Damon Jackson,Javier Obregon,win,LFC 24 - Legacy Fighting Championship 24,Oct / 11 / 2013,Submission (Arm-Triangle Choke),Aladin Martinez,2,4:12
Damon Jackson,Keith Miner,win,Bellator MMA - Bellator 96,Jun / 19 / 2013,TKO (Punches),Kerry Hatley,1,2:00
Damon Jackson,Anselmo Luis Luna Jr.,win,24/7 Entertainment 9 - Enemy of the State,Apr / 19 / 2013,Submission (Armbar),Felix Rios,2,1:15
Damon Jackson,Zac Church,win,Bellator MMA - Bellator 86,Jan / 24 / 2013,Submission (Rear-Naked Choke),Jason Herzog,2,2:43
Damon Jackson,Zac Church,win,KOTC - Unification,Dec / 08 / 2012,Submission,N/A,2,3:19
Damon Jackson,Shelby Graham,win,TTP - Tommy Tran Promotions,Nov / 17 / 2012,Submission (Rear-Naked Choke),Mike England,1,4:43
Damon Jackson,Jacob Salyer,win,WS - War Sports 1,Sep / 22 / 2012,TKO (Punches),Mike England,1,2:23
Dan Hardy,Amir Sadollah,win,UFC on Fuel TV 5 - Struve vs. Miocic,Sep / 29 / 2012,Decision (Unanimous),Marc Goddard,3,5:00
Dan Hardy,Duane Ludwig,win,UFC 146 - Dos Santos vs. Mir,May / 26 / 2012,KO (Punch and Elbows),Josh Rosenthal,1,3:51
Dan Hardy,Chris Lytle,loss,UFC Live 5 - Hardy vs. Lytle,Aug / 14 / 2011,Submission (Guillotine Choke),Herb Dean,3,4:16
Dan Hardy,Anthony Johnson,loss,UFC Fight Night 24 - Nogueira vs. Davis,Mar / 26 / 2011,Decision (Unanimous),Josh Rosenthal,3,5:00
Dan Hardy,Carlos Condit,loss,UFC 120 - Bisping vs. Akiyama,Oct / 16 / 2010,KO (Punch),Dan Miragliotta,1,4:27
Dan Hardy,Georges St. Pierre,loss,UFC 111 - St. Pierre vs. Hardy,Mar / 27 / 2010,Decision (Unanimous),Kevin Mulhall,5,5:00
Dan Hardy,Mike Swick,win,UFC 105 - Couture vs. Vera,Nov / 14 / 2009,Decision (Unanimous),Kevin Mulhall,3,5:00
Dan Hardy,Marcus Davis,win,UFC 99 - The Comeback,Jun / 13 / 2009,Decision (Split),Marc Goddard,3,5:00
Dan Hardy,Rory Markham,win,UFC 95 - Sanchez vs. Stevenson,Feb / 21 / 2009,KO (Punch),Kevin Mulhall,1,1:09
Dan Hardy,Akihiro Gono,win,UFC 89 - Bisping vs. Leben,Oct / 18 / 2008,Decision (Split),Dan Miragliotta,3,5:00
Dan Hardy,Daniel Weichel,win,UF - Punishment,May / 03 / 2008,TKO (Elbows),N/A,2,N/A
Dan Hardy,Chad Reiner,win,CWFC 33 - Cage Warriors 33: Enter the Rough House 6,Apr / 19 / 2008,TKO (Punches),N/A,3,2:10
Dan Hardy,Manuel Garcia,win,CWFC 31 - Cage Warriors 31: Enter The Rough House 5,Dec / 08 / 2007,Submission (Punches),N/A,1,2:21
Dan Hardy,Yoshiyuki Yoshida,loss,GCM - Cage Force 5,Dec / 01 / 2007,DQ (Accidental Kick to the Groin),N/A,2,0:04
Dan Hardy,Hidetaka Monma,win,GCM - Cage Force 4,Sep / 08 / 2007,TKO (Corner Stoppage),N/A,3,0:28
Dan Hardy,Daizo Ishige,win,GCM - Cage Force EX Eastern Bound,May / 27 / 2007,Decision (Unanimous),N/A,3,5:00
Dan Hardy,Willy Ni,win,CWFC - Cage Warriors 27: Enter The Rough House 2,Apr / 28 / 2007,Submission (Guillotine Choke),N/A,2,0:32
Dan Hardy,Alexandre Izidro,win,CWFC - Cage Warriors 26: Enter The Rough House,Dec / 09 / 2006,TKO (Punches),N/A,3,4:56
Dan Hardy,Danny Rushton,win,CWFC - Cage Warriors 24: Showdown,Sep / 16 / 2006,TKO (Retirement),N/A,1,5:00
Dan Hardy,David Baron,loss,2H2H - Road to Japan,Jun / 18 / 2006,Decision,N/A,2,3:00
