Fighter,Opponent,Result,Event,Event_date,Method,Referee,Round,Time
Michelle Waterson,Lacey Sears,win,Invicta FC 3 - Penne vs. Sugiyama,Oct / 06 / 2012,Decision (Split),Michelle Drake Browning,3,5:00
Michelle Waterson,Diana Rael,win,JMMAS - Jackson's MMA Series 7,Jan / 21 / 2012,Submission (Rear-Naked Choke),Raul Porrata,1,2:12
Michelle Waterson,Masako Yoshida,win,Crowbar MMA - Spring Brawl,Apr / 24 / 2010,TKO (Punches),Daniel Grimestad,1,4:17
Michelle Waterson,Rosary Califano,win,EB - Beatdown at 4 Bears 6,Feb / 13 / 2010,Submission (Flying Armbar),N/A,1,0:15
Michelle Waterson,Elena Reid,loss,AG - Extreme Beat Down,Apr / 11 / 2009,TKO (Punches),N/A,2,1:50
Michelle Waterson,Karina Taylor,win,DCMMAS - Duke City MMA Series 1,Mar / 14 / 2009,Technical Submission (Armbar),N/A,1,2:36
Michelle Waterson,Tyra Parker,win,Strikeforce - Payback,Oct / 03 / 2008,Submission (Rear-Naked Choke),Tim Mills,1,1:20
Michelle Waterson,Krystal Macatol,win,SCA - Duke City Bike and Brawl 2,Aug / 23 / 2008,Submission (Armbar),N/A,1,0:22
Michelle Waterson,Thricia Poovey,win,KOTC - Badlands,Jul / 12 / 2008,TKO (Corner Stoppage),N/A,2,5:00
Michelle Waterson,Lynn Alvarez,loss,ROF 31 - Undisputed,Dec / 01 / 2007,Submission (Guillotine Choke),Jerome Locke,1,1:19
Michelle Waterson,Jaime Cook,win,ROF 30 - Domination,Sep / 15 / 2007,Submission (Armbar),Jerome Locke,1,1:33
Michelle Waterson,Alicia Gumm,loss,RMBB - Battle of the Arts,Jun / 30 / 2007,Decision (Unanimous),Tim Mills,2,5:00
Michelle Waterson,Andrea Miller,win,ROF 28 - Evolution,Feb / 16 / 2007,Decision (Unanimous),Jerome Locke,3,3:00
Mickey Gall,Jordan Williams,win,UFC on ESPN 27 - Sandhagen vs. Dillashaw,Jul / 24 / 2021,Submission (Rear-Naked Choke),Herb Dean,1,2:57
Mickey Gall,Mike Perry,loss,UFC on ESPN 12 - Poirier vs. Hooker,Jun / 27 / 2020,Decision (Unanimous),Keith Peterson,3,5:00
Mickey Gall,Salim Touahri,win,UFC on ESPN 5 - Covington vs. Lawler,Aug / 03 / 2019,Decision (Unanimous),Gary Copeland,3,5:00
Mickey Gall,Diego Sanchez,loss,UFC 235 - Jones vs. Smith,Mar / 02 / 2019,TKO (Punches),Marc Goddard,2,4:13
Mickey Gall,George Sullivan,win,UFC Fight Night 135 - Gaethje vs. Vick,Aug / 25 / 2018,Submission (Rear-Naked Choke),Bryan Miner,1,1:09
Mickey Gall,Randy Brown,loss,UFC 217 - Bisping vs. St. Pierre,Nov / 04 / 2017,Decision (Unanimous),Todd Anderson,3,5:00
Mickey Gall,Sage Northcutt,win,UFC on Fox 22 - VanZant vs. Waterson,Dec / 17 / 2016,Submission (Rear-Naked Choke),Herb Dean,2,1:40
Mickey Gall,Phil Brooks,win,UFC 203 - Miocic vs. Overeem,Sep / 10 / 2016,Submission (Rear-Naked Choke),Keith Peterson,1,2:14
Mickey Gall,Mike Jackson,win,UFC Fight Night 82 - Hendricks vs. Thompson,Feb / 06 / 2016,Submission (Rear-Naked Choke),Yves Lavigne,1,0:45
Mickey Gall,Ron Templeton,win,Dead Serious MMA - Dead Serious 17,Nov / 21 / 2015,Submission (Rear-Naked Choke),Bill Bookwalter,1,2:53
Miesha Tate,Marion Reneau,win,UFC on ESPN 26 - Makhachev vs. Moises,Jul / 17 / 2021,TKO (Punches),Mark Smith,3,1:53
Miesha Tate,Raquel Pennington,loss,UFC 205 - Alvarez vs. McGregor,Nov / 12 / 2016,Decision (Unanimous),Dan Miragliotta,3,5:00
Miesha Tate,Amanda Nunes,loss,UFC 200 - Tate vs. Nunes,Jul / 09 / 2016,Submission (Rear-Naked Choke),Herb Dean,1,3:16
Miesha Tate,Holly Holm,win,UFC 196 - McGregor vs. Diaz,Mar / 05 / 2016,Technical Submission (Rear-Naked Choke),John McCarthy,5,3:30
Miesha Tate,Jessica Eye,win,UFC on Fox 16 - Dillashaw vs. Barao 2,Jul / 25 / 2015,Decision (Unanimous),Yves Lavigne,3,5:00
Miesha Tate,Sara McMann,win,UFC 183 - Silva vs. Diaz,Jan / 31 / 2015,Decision (Majority),Marc Goddard,3,5:00
Miesha Tate,Rin Nakai,win,UFC Fight Night 52 - Hunt vs. Nelson,Sep / 20 / 2014,Decision (Unanimous),Jerin Valel,3,5:00
Miesha Tate,Liz Carmouche,win,UFC on Fox 11 - Werdum vs. Browne,Apr / 19 / 2014,Decision (Unanimous),Herb Dean,3,5:00
Miesha Tate,Ronda Rousey,loss,UFC 168 - Weidman vs. Silva 2,Dec / 28 / 2013,Submission (Armbar),Mario Yamasaki,3,0:58
Miesha Tate,Cat Zingano,loss,UFC - The Ultimate Fighter 17 Finale,Apr / 13 / 2013,TKO (Knees and Elbow),Kim Winslow,3,2:55
Miesha Tate,Julie Kedzie,win,Strikeforce - Rousey vs. Kaufman,Aug / 18 / 2012,Submission (Armbar),Jason Herzog,3,3:28
Miesha Tate,Ronda Rousey,loss,Strikeforce - Tate vs. Rousey,Mar / 03 / 2012,Submission (Armbar),Mark Matheny,1,4:27
Miesha Tate,Marloes Coenen,win,Strikeforce / M-1 Global - Fedor vs. Henderson,Jul / 30 / 2011,Submission (Arm-Triangle Choke),John McCarthy,4,3:03
Miesha Tate,Hitomi Akano,win,Strikeforce - Challengers 10,Aug / 13 / 2010,Decision (Unanimous),Neil Sarembock,3,3:00
Miesha Tate,Maiju Suotama,win,Strikeforce - Challengers 10,Aug / 13 / 2010,Decision (Unanimous),Ron Mation,2,3:00
Miesha Tate,Zoila Frausto,win,Strikeforce - Challengers 7,Mar / 26 / 2010,Submission (Armbar),John McCarthy,2,4:09
Miesha Tate,Valerie Coolbaugh,win,FCF - Freestyle Cage Fighting 38,Jan / 16 / 2010,Submission (Armbar),Tom Jones,1,4:45
Miesha Tate,Sarah Oriza,win,CS - CageSport 7,Oct / 03 / 2009,KO (Head Kick),Joe De Robbio,2,0:08
Miesha Tate,Sarah Kaufman,loss,Strikeforce - Challengers 1,May / 15 / 2009,Decision (Unanimous),Marcos Rosales,3,3:00
Miesha Tate,Lizbeth Carreiro,win,FCF - Freestyle Cage Fighting 30,Apr / 04 / 2009,Submission (Shoulder Choke),Clay Marrs,3,2:48
Miesha Tate,Dora Baptiste,win,Atlas Fights - USA vs. Brazil,Feb / 21 / 2009,Submission (Triangle Choke),N/A,1,1:48
Miesha Tate,Jessica Bednark,win,FCF - Freestyle Cage Fighting 27,Jan / 31 / 2009,TKO (Punches),Kevin Nix,1,1:22
Miesha Tate,Jamie Lynn Welsh,win,CS - CageSport MMA,Nov / 29 / 2008,TKO (Punches),N/A,1,2:21
Miesha Tate,Elaina Maxwell,win,Strikeforce - Melendez vs. Thomson,Jun / 27 / 2008,Decision (Unanimous),N/A,3,3:00
Miesha Tate,Kaitlin Young,loss,HOOKnSHOOT - Bodog Fight Women's Tournament,Nov / 24 / 2007,KO (Head Kick),Sean Brockmole,1,0:30
Miesha Tate,Jan Finney,win,HOOKnSHOOT - Bodog Fight Women's Tournament,Nov / 24 / 2007,Decision (Referee Decision),Sean Brockmole,4,3:00
Miguel Baeza,Santiago Ponzinibbio,loss,UFC Fight Night 189 - Rozenstruik vs. Sakai,Jun / 05 / 2021,Decision (Unanimous),Herb Dean,3,5:00
Miguel Baeza,Takashi Sato,win,UFC on ESPN 18 - Smith vs. Clark,Nov / 28 / 2020,Submission (Arm-Triangle Choke),Dan Miragliotta,2,4:28
Miguel Baeza,Matt Brown,win,UFC on ESPN 8 - Overeem vs. Harris,May / 16 / 2020,TKO (Punches),Jason Herzog,2,0:18
Miguel Baeza,Hector Aldana,win,UFC Fight Night 161 - Jedrzejczyk vs. Waterson,Oct / 12 / 2019,TKO (Leg Kick and Elbows),Michael Cardoso,2,2:32
Miguel Baeza,Victor Reyna,win,Dana White's Contender Series - Season 3,,,,,
Miguel Baeza,Matthew Colquhoun,win,XFN 22 - Xtreme Fighting Nation 22,Dec / 15 / 2018,KO,N/A,1,3:31
Miguel Baeza,Leo Valdivia,win,Fight Time Promotions - Fight Time 37,Sep / 01 / 2017,Decision (Split),Jorge Alonso,3,5:00
Miguel Baeza,Augustus D'Angelo,win,Fight Time Promotions - Fight Time 36,Apr / 07 / 2017,TKO,Russ Greenberg,2,1:14
Miguel Baeza,Mike D'Angelo,win,Fight Time Promotions - Fight Time 33,Oct / 21 / 2016,KO (Punches),James Warring,1,3:48
Miguel Baeza,Emre Orun,win,Titan FC 40 - Cavalcante vs. Assuncao,Aug / 05 / 2016,KO (Punch),James Warring,1,1:45
Miguel Baeza,John McDonald,win,Rings of Dreams 17 - ,Aug / 22 / 2015,TKO (Punches),N/A,1,1:21
Mike Davis,Mason Jones,win,UFC on ESPN 20 - Chiesa vs. Magny,Jan / 20 / 2021,Decision (Unanimous),Keith Peterson,3,5:00
Mike Davis,Thomas Gifford,win,UFC Fight Night 161 - Jedrzejczyk vs. Waterson,Oct / 12 / 2019,KO (Punch),Andrew Glenn,3,4:45
Mike Davis,Gilbert Burns,loss,UFC Fight Night 150 - Jacare vs. Hermansson,Apr / 27 / 2019,Submission (Rear-Naked Choke),Keith Peterson,2,4:15
Mike Davis,Carlos Guerra,win,Square Ring Promotions - Island Fights 54,Mar / 22 / 2019,Submission (Kimura),Larry Folsom,1,2:08
Mike Davis,Elvin Leon Brito,win,Square Ring Promotions - Island Fights 51,Dec / 21 / 2018,TKO (Punches),N/A,3,2:52
Mike Davis,Sodiq Yusuff,loss,Dana White's Tuesday Night Contender Series - Season 2,,,,,
Mike Davis,Montrell James,win,Square Ring Promotions - Island Fights 46: The Return of Roy Jones Jr.,Feb / 08 / 2018,TKO (Punches),Larry Downs Jr.,1,2:22
Mike Davis,Anthony Retic,win,Square Ring Promotions - Island Fights 42,Oct / 14 / 2017,TKO (Punches),Larry Folsom,2,2:35
Mike Davis,Channin Williams,win,Square Ring Promotions - Island Fights 41,Jul / 22 / 2017,KO (Punches),Larry Folsom,1,3:29
Mike Davis,Erimus Mills,win,House of Fame 4 - Florida vs. Georgia,Oct / 29 / 2015,TKO,Telis Assimenios,1,1:19
Mike Davis,Richard Dehnz,win,House of Fame 3 - Riverside Beatdown,Jul / 10 / 2015,TKO (Punches),Josh Rutgers,3,0:49
Mike Grundy,Lando Vannata,loss,UFC 262 - Oliveira vs. Chandler,May / 15 / 2021,Decision (Split),Dan Miragliotta,3,5:00
Mike Grundy,Movsar Evloev,loss,UFC on ESPN 14 - Whittaker vs. Till,Jul / 25 / 2020,Decision (Unanimous),Marc Goddard,3,5:00
Mike Grundy,Nad Narimani,win,UFC Fight Night 147 - Till vs. Masvidal,Mar / 16 / 2019,TKO (Punches),Daniel Movahedi,2,4:42
Mike Grundy,Fernando Bruno,win,Aspera FC 58 - Aspera Fighting Championship 58,Nov / 04 / 2017,Decision (Unanimous),Isaky Coelho,3,5:00
Mike Grundy,Michael Tobin,win,ACB 65 - Silva vs. Agnaev,Jul / 22 / 2017,Submission (Guillotine Choke),Viktor Korneev,3,4:38
Mike Grundy,Yutaka Saito,win,Shooto - Professional Shooto 1/29,Jan / 29 / 2017,Decision (Unanimous),Minoru Toyonaga,3,5:00
Mike Grundy,Fouad Mesdari,win,Shinobi War 9 - Winter Warfare,Nov / 26 / 2016,Submission (Arm-Triangle Choke),N/A,1,2:39
Mike Grundy,Daniel Vasquez,win,ICE FC - ICE Fighting Championships 18,Oct / 28 / 2016,Submission (Arm Triangle Choke),Jay Furness,1,1:15
Mike Grundy,Zsolt Fenyes,win,ICE FC - ICE Fighting Championships 17,Aug / 20 / 2016,Submission (Americana),Jay Furness,1,0:00
Mike Grundy,Marley Swindells,win,BAMMA 25 - Champion vs. Champion,May / 14 / 2016,Decision (Unanimous),N/A,3,5:00
Mike Grundy,Damian Frankiewicz,win,BAMMA 21 - DeVent vs. Kone,Jun / 13 / 2015,Submission (Arm-Triangle Choke),N/A,1,3:59
Mike Grundy,Damian Stasiak,loss,BAMMA 19 - Petley vs. Stapleton,Mar / 28 / 2015,Submission (Triangle Choke),N/A,2,4:18
Mike Grundy,Mamadou Gueye,win,BAMMA 18 - Duquesnoy vs. Klaczek,Feb / 21 / 2015,Submission (Brabo Choke),Neil Hall,1,3:35
Mike Grundy,Mike Cutting,win,BAMMA 17 - Fletcher vs. Brightmon,Dec / 06 / 2014,Submission (Brabo Choke),Mark Woodard,1,1:56
Mike Grundy,Ant Phillips,win,BAMMA 16 - Daley vs. da Rocha,Sep / 13 / 2014,Submission (Brabo Choke),N/A,1,2:47
Mike Jackson,Phil Brooks,NC,UFC 225 - Whittaker vs. Romero 2,Jun / 09 / 2018,No Contest (Overturned),Kevin MacDonald,3,5:00
Mike Jackson,Mickey Gall,loss,UFC Fight Night 82 - Hendricks vs. Thompson,Feb / 06 / 2016,Submission (Rear-Naked Choke),Yves Lavigne,1,0:45
Mike Perry,Daniel Rodriguez,loss,UFC on ABC 2 - Vettori vs. Holland,Apr / 10 / 2021,Decision (Unanimous),Mike Beltran,3,5:00
Mike Perry,Tim Means,loss,UFC 255 - Figueiredo vs. Perez,Nov / 21 / 2020,Decision (Unanimous),Marc Goddard,3,5:00
Mike Perry,Mickey Gall,win,UFC on ESPN 12 - Poirier vs. Hooker,Jun / 27 / 2020,Decision (Unanimous),Keith Peterson,3,5:00
Mike Perry,Geoff Neal,loss,UFC 245 - Usman vs. Covington,Dec / 14 / 2019,TKO (Head Kick and Punches),Chris Tognoni,1,1:30
Mike Perry,Vicente Luque,loss,UFC Fight Night 156 - Shevchenko vs. Carmouche 2,Aug / 10 / 2019,Decision (Split),Eduardo Herdy,3,5:00
Mike Perry,Alex Oliveira,win,UFC Fight Night 150 - Jacare vs. Hermansson,Apr / 27 / 2019,Decision (Unanimous),Larry Downs Jr.,3,5:00
Mike Perry,Donald Cerrone,loss,UFC Fight Night 139 - Korean Zombie vs. Rodriguez,Nov / 10 / 2018,Submission (Armbar),Keith Peterson,1,4:46
Mike Perry,Paul Felder,win,UFC 226 - Miocic vs. Cormier,Jul / 07 / 2018,Decision (Split),Marc Goddard,3,5:00
Mike Perry,Max Griffin,loss,UFC on Fox 28 - Emmett vs. Stephens,Feb / 24 / 2018,Decision (Unanimous),Andrew Glenn,3,5:00
Mike Perry,Santiago Ponzinibbio,loss,UFC on Fox 26 - Lawler vs. dos Anjos,Dec / 16 / 2017,Decision (Unanimous),Yves Lavigne,3,5:00
Mike Perry,Alex Reyes,win,UFC Fight Night 116 - Rockhold vs. Branch,Sep / 16 / 2017,KO (Knee),Keith Peterson,1,1:19
Mike Perry,Jake Ellenberger,win,UFC Fight Night 108 - Swanson vs. Lobov,Apr / 22 / 2017,KO (Elbow),Josh Ward,2,1:05
Mike Perry,Alan Jouban,loss,UFC on Fox 22 - VanZant vs. Waterson,Dec / 17 / 2016,Decision (Unanimous),Herb Dean,3,5:00
Mike Perry,Danny Roberts,win,UFC 204 - Bisping vs. Henderson 2,Oct / 08 / 2016,KO (Knee and Punches),Marc Goddard,3,4:40
Mike Perry,Hyun Gyu Lim,win,UFC 202 - Diaz vs. McGregor 2,Aug / 20 / 2016,TKO (Punches),John McCarthy,1,3:38
Mike Perry,David Mundell,win,Battleground - Perry vs. Mundell,May / 14 / 2016,KO (Punches),John Hosegood,2,4:10
Mike Perry,Frank Carrillo,win,Square Ring Promotions - Island Fights 37,Mar / 11 / 2016,KO (Punch),Josh Rutgers,1,3:40
Mike Perry,Jon Manley,win,Premier FC 18 - Premier Fighting Championship 18,Nov / 14 / 2015,TKO (Knee and Punches),N/A,2,3:32
Mike Perry,Michael Roberts,win,BOMAC - Bahamas Open Martial Arts Championship 2,Aug / 29 / 2015,KO (Punch),N/A,1,5:16
Mike Perry,Preston Parsons,win,House of Fame 3 - Riverside Beatdown,Jul / 10 / 2015,TKO (Punches),Telis Assimenios,1,4:49
Mike Perry,James Rodriguez,win,FCF - Florida Championship Fighting,Jan / 30 / 2015,KO (Punches),Andrew Glenn,1,2:22
Mike Perry,Hector Tirado,win,TAC - Top Alliance Combat 3,Sep / 06 / 2014,TKO (Punches),N/A,1,3:52
Mike Rodriguez,Danilo Marques,loss,UFC Fight Night 184 - Overeem vs. Volkov,Feb / 06 / 2021,Technical Submission (Rear-Naked Choke),Jason Herzog,2,4:52
Mike Rodriguez,Ed Herman,loss,UFC Fight Night 177 - Waterson vs. Hill,Sep / 12 / 2020,Submission (Kimura),Chris Tognoni,3,4:01
Mike Rodriguez,Marcin Prachnio,win,UFC on ESPN 15 - Munhoz vs. Edgar,Aug / 22 / 2020,KO (Elbow and Punches),Jason Herzog,1,2:17
Mike Rodriguez,Da Un Jung,loss,UFC Fight Night 165 - Edgar vs. Korean Zombie,Dec / 21 / 2019,KO (Punches),Marc Goddard,1,1:04
Mike Rodriguez,John Allan,NC,UFC Fight Night 155 - De Randamie vs. Ladd,Jul / 13 / 2019,No Contest (Overturned by CSAC),Mike Beltran,3,5:00
Mike Rodriguez,Adam Milstead,win,UFC on Fox 31 - Iaquinta vs. Lee 2,Dec / 15 / 2018,TKO (Knee to the Body and Punches),Rob Hinds,1,2:59
Mike Rodriguez,Devin Clark,loss,UFC 223 - Khabib vs. Iaquinta,Apr / 07 / 2018,Decision (Unanimous),Dan Miragliotta,3,5:00
Mike Rodriguez,Jamelle Jones,win,Dana White's Tuesday Night Contender Series - Season 1,,,,,
Mike Rodriguez,Alec Hooben,win,CES MMA 44 - Bessette vs. Trujillo,May / 12 / 2017,TKO (Punches and Elbows),Kevin MacDonald,1,4:46
Mike Rodriguez,James Dysard,win,CES MMA 43 - Gonzalez vs. Dias,Apr / 15 / 2017,TKO (Punches),N/A,1,0:39
Mike Rodriguez,Hector Sanchez,win,CES MMA 41 - Bessette vs. Croom,Jan / 27 / 2017,KO (Punches),N/A,1,0:07
Mike Rodriguez,Kevin Haley,loss,CES MMA 39 - O'Neil vs. Santiago,Nov / 04 / 2016,Submission (Toe Hold),Gary Eblan,1,1:08
Mike Rodriguez,John Poppie,win,CES MMA 38 - Soriano vs. Makashvili,Sep / 23 / 2016,Submission (Triangle Choke),Dan Miragliotta,2,1:32
Mike Rodriguez,Stephond Ewins,win,CES MMA 37 - Summer Gold,Aug / 12 / 2016,KO (Flying Knee),Dan Miragliotta,1,3:38
Mike Rodriguez,Buck Pineau,win,CES MMA 35 - Jeudi vs. Gonzalez,Apr / 16 / 2016,Submission (Rear-Naked Choke),N/A,2,4:03
Mike Rodriguez,Pat McCrohan,loss,Classic Entertainment and Sports - CES MMA 32,Jan / 08 / 2016,Decision (Unanimous),Kevin MacDonald,3,5:00
Mike Rodriguez,Stephen Stengel,win,Cage Titans FC - Cage Titans 21,Nov / 01 / 2014,TKO (Punches),N/A,1,1:22
Mike Rodriguez,Ralph Johnson,win,Cage Titans FC - Cage Titans 18,Apr / 05 / 2014,TKO (Retirement),N/A,1,3:50
Mike Swick,Alex Garcia,loss,UFC 189 - Mendes vs. McGregor,Jul / 11 / 2015,Decision (Unanimous),Herb Dean,3,5:00
Mike Swick,Matt Brown,loss,UFC on Fox 5 - Henderson vs. Diaz,Dec / 08 / 2012,KO (Punches),Dan Miragliotta,2,2:31
Mike Swick,DaMarques Johnson,win,UFC on Fox 4 - Shogun vs. Vera,Aug / 04 / 2012,KO (Punches),Herb Dean,2,1:20
Mike Swick,Paulo Thiago,loss,UFC 109 - Relentless,Feb / 06 / 2010,Technical Submission (Brabo Choke),Herb Dean,2,1:54
Mike Swick,Dan Hardy,loss,UFC 105 - Couture vs. Vera,Nov / 14 / 2009,Decision (Unanimous),Kevin Mulhall,3,5:00
Mike Swick,Ben Saunders,win,UFC 99 - The Comeback,Jun / 13 / 2009,TKO (Punches),Leon Roberts,2,3:47
Mike Swick,Jonathan Goulet,win,UFC Fight Night 16 - Fight for the Troops 1,Dec / 10 / 2008,TKO (Punches),Dan Miragliotta,1,0:33
Mike Swick,Marcus Davis,win,UFC 85 - Bedlam,Jun / 07 / 2008,Decision (Unanimous),Mario Yamasaki,3,5:00
Mike Swick,Joshua Burkman,win,UFC Fight Night 12 - Swick vs. Burkman,Jan / 23 / 2008,Decision (Majority),Steve Mazzagatti,3,5:00
Mike Swick,Yushin Okami,loss,UFC 69 - Shootout,Apr / 07 / 2007,Decision (Unanimous),Mario Yamasaki,3,5:00
Mike Swick,David Loiseau,win,UFC 63 - Hughes vs. Penn 2,Sep / 23 / 2006,Decision (Unanimous),Steve Mazzagatti,3,5:00
Mike Swick,Joe Riggs,win,UFC 60 - Hughes vs. Gracie,May / 27 / 2006,Submission (Guillotine Choke),Mario Yamasaki,1,2:19
Mike Swick,Steve Vigneault,win,UFC 58 - USA vs. Canada,Mar / 04 / 2006,Submission (Guillotine Choke),Steve Mazzagatti,1,2:09
Mike Swick,Gideon Ray,win,UFC Fight Night 1 - Marquardt vs. Salaverry,Aug / 06 / 2005,TKO (Punches),Herb Dean,1,0:22
Mike Swick,Alex Schoenauer,win,UFC - The Ultimate Fighter 1 Finale,Apr / 09 / 2005,KO (Punch),Herb Dean,1,0:20
Mike Swick,Chris Leben,loss,WEC 9 - Cold Blooded,Jan / 16 / 2004,KO (Punch),Josh Rosenthal,2,0:18
Mike Swick,Butch Bacon,win,SB 1 - Shootbox 1,Aug / 23 / 2003,KO (Punches),N/A,1,0:26
Mike Swick,Kengo Ura,win,WEC 6 - Return of a Legend,Mar / 27 / 2003,KO (Knee),Herb Dean,3,0:31
Mike Swick,James Gabert,win,WEC 4 - Rumble Under The Sun,Aug / 31 / 2002,Decision (Unanimous),N/A,3,5:00
Mike Swick,James Whitifield,win,NSFC - NW Submission Fighting 1,May / 04 / 2002,TKO (Punches),N/A,1,1:15
Mike Swick,Victor Bell,win,PRW - Power Ring Warriors,Nov / 07 / 1998,Submission (Rear-Naked Choke),N/A,1,2:10
Milana Dudieva,Karina Rodriguez,loss,Invicta FC 34 - Porto vs. Gonzalez,Feb / 15 / 2019,Decision (Split),Marcio Laselva,3,5:00
Milana Dudieva,Christina Marks,win,Invicta FC 28 - Mizuki vs. Jandiroba,Mar / 24 / 2018,TKO (Punches),Bobby Wombacher,2,3:57
Milana Dudieva,Vanessa Porto,loss,Invicta FC 26 - Maia vs. Niedzwiedz,Dec / 08 / 2017,TKO (Punches),Mike England,3,3:02
Milana Dudieva,Mara Romero Borella,loss,Invicta FC 24 - Dudieva vs. Borella,Jul / 15 / 2017,Decision (Split),Mike England,3,5:00
Milana Dudieva,Marion Reneau,loss,UFC Fight Night 99 - Mousasi vs. Hall 2,Nov / 19 / 2016,TKO (Punches and Elbows),Grant Waterman,3,3:03
Milana Dudieva,Julianna Pena,loss,UFC Fight Night 63 - Mendes vs. Lamas,Apr / 04 / 2015,TKO (Punches and Elbows),Keith Peterson,1,3:59
Milana Dudieva,Elizabeth Phillips,win,UFC Fight Night 48 - Bisping vs. Le,Aug / 23 / 2014,Decision (Split),Thomas Fan,3,5:00
Milana Dudieva,Daria Chibisova,win,ProFC 53 - Khachatryan vs. Egorov,Apr / 06 / 2014,Submission (Heel Hook),Andrei Kovalev,1,3:34
Milana Dudieva,Anastasia Plisenkova,win,OC - Oplot Challenge 100,Feb / 15 / 2014,Submission (Armbar),Andrey Kolovorotny,1,0:32
Milana Dudieva,Pannie Kianzad,loss,ProFC - ProFC 50,Oct / 16 / 2013,Decision (Unanimous),N/A,3,5:00
Milana Dudieva,Jessica Andrade,loss,ProFC 47 - Russia vs. Europe,Apr / 14 / 2013,Submission (Guillotine Choke),Andrei Kovalev,2,4:34
Milana Dudieva,Danielle West,win,ProFC - ProFC 40,Apr / 01 / 2012,TKO (Punches),Andrei Kovalev,1,0:24
Milana Dudieva,Risalat Mingbatyrova,win,ProFC - Battle on Don,Aug / 05 / 2011,Submission (Armbar),N/A,1,0:41
Milana Dudieva,Sheila Gaff,win,ProFC - ProFC 22,Dec / 17 / 2010,Decision (Unanimous),N/A,3,5:00
Milana Dudieva,Ludmila Delicheban,win,ProFC - Commonwealth Cup,Apr / 23 / 2010,TKO (Punches),N/A,1,1:16
Milana Dudieva,Victoria Syniavina,win,ProFC - Union Nation Cup 4,Dec / 19 / 2009,TKO (Doctor Stoppage),N/A,1,0:27
Milana Dudieva,Ekaterina Tarnavskaja,win,ProFC - Union Nation Cup 1,Aug / 21 / 2009,Submission (Straight Armbar),N/A,1,2:23
Milana Dudieva,Zeinab Gaurgashvily,win,ProFC - King of The Night 2,Jul / 04 / 2009,Submission (Bulldog Choke),N/A,1,4:45
Milana Dudieva,Anna Smirnova,win,ProFC - King of The Night,May / 30 / 2009,Submission (Straight Armbar),N/A,1,2:49
Milana Dudieva,Julia Berezikova,loss,fightFORCE - Day of Anger,Feb / 28 / 2009,Submission (Punches),N/A,1,4:40
Miles Johns,Kevin Natividad,win,UFC Fight Night 181 - Hall vs. Silva,Oct / 31 / 2020,KO (Punch),Chris Tognoni,3,2:51
Miles Johns,Mario Bautista,loss,UFC 247 - Jones vs. Reyes,Feb / 08 / 2020,TKO (Flying Knee and Punches),Dan Miragliotta,2,1:41
Miles Johns,Cole Smith,win,UFC Fight Night 158 - Cowboy vs. Gaethje,Sep / 14 / 2019,Decision (Split),Jerin Valel,3,5:00
