Run Date,Event,Gender,Rk,Bib Number,Run,Country Code,Name,Start Time (Rk),Interval 1 Time (Rk),Interval 2 Time (Rk),Interval 3 Time (Rk),Sp (km/h),Speed (mph),Finish Time (Rk),Time Behind,Total Run Time,Medal
2/11/2014,Olympic Games - Sochi,F,12,21,4,LAT,TIRUMA Eliza,3.967 15,12.939 14,29.616 13,40.714 13,132.2,82.1,50.736 13,+0.547,3:23.071,0
2/10/2014,Olympic Games - Sochi,F,13,22,1,CAN,JONES Arianne,3.943 10,12.972 13,29.880 15,40.989 16,132.1,82.1,50.993 13,+1.102,3:23.183,0
2/10/2014,Olympic Games - Sochi,F,13,22,2,CAN,JONES Arianne,3.950  7,12.957 13,29.756 14,40.807 13,132.1,82.1,50.837 15,+0.914,3:23.183,0
2/11/2014,Olympic Games - Sochi,F,13,22,3,CAN,JONES Arianne,3.947 9,12.944 11,29.677 10,40.746 12,132.7,82.4,50.745 11,+0.980,3:23.183,0
2/11/2014,Olympic Games - Sochi,F,13,22,4,CAN,JONES Arianne,3.953 11,12.928 12,29.603 12,40.643 12,132.7,82.4,50.608 10,+0.419,3:23.183,0
2/10/2014,Olympic Games - Sochi,F,14,6,1,ITA,GASPARINI Sandra,3.957 13,12.962 12,29.773 12,40.823 12,129,80.1,51.032 14,+1.141,3:23.756,0
2/10/2014,Olympic Games - Sochi,F,14,6,2,ITA,GASPARINI Sandra,3.966 14,12.968 14,29.774 15,40.836 14,132.4,82.3,50.803 14,+0.880,3:23.756,0
2/11/2014,Olympic Games - Sochi,F,14,6,3,ITA,GASPARINI Sandra,3.967 13,12.983 15,29.781 15,40.906 14,131,81.4,50.959 14,+1.194,3:23.756,0
2/11/2014,Olympic Games - Sochi,F,14,6,4,ITA,GASPARINI Sandra,3.967 15,12.962 15,29.735 15,40.866 15,130.5,81.1,50.962 15,+0.773,3:23.756,0
2/10/2014,Olympic Games - Sochi,F,15,25,1,USA,BRITCHER Summer,3.963 15,13.001 17,29.889 16,41.051 17,129.9,80.7,51.222 19,+1.331,3:24.143,0
2/10/2014,Olympic Games - Sochi,F,15,25,2,USA,BRITCHER Summer,3.978 16,13.023 21,29.865 19,40.958 19,132.3,82.2,50.930 16,+1.007,3:24.143,0
2/11/2014,Olympic Games - Sochi,F,15,25,3,USA,BRITCHER Summer,3.967 13,12.982 14,29.776 14,40.938 15,130.2,80.9,51.082 16,+1.317,3:24.143,0
2/11/2014,Olympic Games - Sochi,F,15,25,4,USA,BRITCHER Summer,3.947 9,12.932 13,29.650 14,40.790 14,129.8,80.6,50.909 14,+0.720,3:24.143,0
2/10/2014,Olympic Games - Sochi,F,16,19,1,POL,WOJTUSCISZYN Natalia,4.005 24,13.076 25,29.997 21,41.127 21,131.7,81.8,51.138 16,+1.247,3:24.646,0
2/10/2014,Olympic Games - Sochi,F,16,19,2,POL,WOJTUSCISZYN Natalia,4.016 26,13.079 27,29.947 22,41.077 22,130.2,80.9,51.168 22,+1.245,3:24.646,0
2/11/2014,Olympic Games - Sochi,F,16,19,3,POL,WOJTUSCISZYN Natalia,4.002 22,13.044 22,29.894 18,41.059=19,132.5,82.3,51.141 19,+1.376,3:24.646,0
2/11/2014,Olympic Games - Sochi,F,16,19,4,POL,WOJTUSCISZYN Natalia,4.016 26,13.059 27,29.887=20,41.079 18,130.1,80.8,51.199 18,+1.010,3:24.646,0
2/10/2014,Olympic Games - Sochi,F,17,18,1,AUT,KASTLUNGER Miriam,3.994 21,13.042 20,29.965 19,41.053 18,117.9,73.2,51.622 24,+1.731,3:24.665,0
2/10/2014,Olympic Games - Sochi,F,17,18,2,AUT,KASTLUNGER Miriam,4.003 24,13.017 20,29.833=17,40.855 15,132.7,82.4,50.795 13,+0.872,3:24.665,0
2/11/2014,Olympic Games - Sochi,F,17,18,3,AUT,KASTLUNGER Miriam,4.004=23,13.039 20,29.921 20,41.059=19,130.8,81.3,51.139 18,+1.374,3:24.665,0
2/11/2014,Olympic Games - Sochi,F,17,18,4,AUT,KASTLUNGER Miriam,3.999 22,12.997 19,29.815 17,40.989 16,130.1,80.8,51.109 16,+0.920,3:24.665,0
2/10/2014,Olympic Games - Sochi,F,18,20,1,LAT,ZIRNE Ulla,4.011 25,13.069 24,29.934 17,41.072 19,131.3,81.6,51.125 15,+1.234,3:24.685,0
2/10/2014,Olympic Games - Sochi,F,18,20,2,LAT,ZIRNE Ulla,4.018 27,13.065 24,29.910 20,41.004 20,129.4,80.4,51.159 21,+1.236,3:24.685,0
2/11/2014,Olympic Games - Sochi,F,18,20,3,LAT,ZIRNE Ulla,4.024 28,13.060=23,29.881 17,41.008 16,130.9,81.3,51.054 15,+1.289,3:24.685,0
2/11/2014,Olympic Games - Sochi,F,18,20,4,LAT,ZIRNE Ulla,4.022=27,13.062=28,29.934 24,41.193 21,129.8,80.6,51.347 21,+1.158,3:24.685,0
2/10/2014,Olympic Games - Sochi,F,19,17,1,ITA,VOETTER Andrea,3.970 17,12.991 16,29.824 13,40.905 13,132.5,82.3,50.937 12,+1.046,3:25.059,0
2/10/2014,Olympic Games - Sochi,F,19,17,2,ITA,VOETTER Andrea,3.979 17,12.986 15,29.736 13,40.943 17,125,77.6,51.592 27,+1.669,3:25.059,0
2/11/2014,Olympic Games - Sochi,F,19,17,3,ITA,VOETTER Andrea,3.986 18,13.007 17,29.853 16,41.014 17,130.8,81.2,51.240 20,+1.475,3:25.059,0
2/11/2014,Olympic Games - Sochi,F,19,17,4,ITA,VOETTER Andrea,3.981 17,12.972 17,29.864 19,41.117 19,130.5,81.1,51.290 20,+1.101,3:25.059,0
2/10/2014,Olympic Games - Sochi,F,20,13,1,AUT,REITHMAYER Nina,3.967 16,12.977 15,30.181 25,41.307 24,134.6,83.6,51.225 20,+1.334,3:25.156,0
2/10/2014,Olympic Games - Sochi,F,20,13,2,AUT,REITHMAYER Nina,3.987 19,13.014 19,30.154 28,41.237 24,134.8,83.8,51.143 20,+1.220,3:25.156,0
2/11/2014,Olympic Games - Sochi,F,20,13,3,AUT,REITHMAYER Nina,3.971 17,12.984 16,30.173 24,41.447 23,131.2,81.5,51.614 22,+1.849,3:25.156,0
2/11/2014,Olympic Games - Sochi,F,20,13,4,AUT,REITHMAYER Nina,3.986=18,12.995 18,29.857 18,41.078 17,133.1,82.7,51.174 17,+0.985,3:25.156,0
2/10/2014,Olympic Games - Sochi,F,21,23,1,POL,KULS Ewa,3.972 18,13.030 18,30.034 22,41.225 23,130.5,81.1,51.362 22,+1.471,3:25.367,0
2/10/2014,Olympic Games - Sochi,F,21,23,2,POL,KULS Ewa,3.970 15,12.992 16,29.809 16,40.953 18,130.9,81.3,51.031 18,+1.108,3:25.367,0
2/11/2014,Olympic Games - Sochi,F,21,23,3,POL,KULS Ewa,3.968 15,13.009 18,29.945 21,41.204 21,129.6,80.5,51.424 21,+1.659,3:25.367,0
2/11/2014,Olympic Games - Sochi,F,21,23,4,POL,KULS Ewa,3.966 14,13.021 21,29.916 22,41.246 23,128,79.5,51.550 22,+1.361,3:25.367,0
2/10/2014,Olympic Games - Sochi,F,22,14,1,ITA,ROBATSCHER Sandra,4.016 26,13.045 21,29.950 18,40.988 15,123.8,76.9,51.589 23,+1.698,3:25.506,0
2/10/2014,Olympic Games - Sochi,F,22,14,2,ITA,ROBATSCHER Sandra,3.994 20,13.002 17,29.833=17,40.869 16,129.4,80.4,50.981 17,+1.058,3:25.506,0
2/11/2014,Olympic Games - Sochi,F,22,14,3,ITA,ROBATSCHER Sandra,4.004=23,13.027 19,30.247 29,41.54 26,130.1,80.8,51.678 23,+1.913,3:25.506,0
2/11/2014,Olympic Games - Sochi,F,22,14,4,ITA,ROBATSCHER Sandra,4.005 25,13.032 23,29.922 23,41.146 20,130.4,81,51.258 19,+1.069,3:25.506,0
2/10/2014,Olympic Games - Sochi,F,23,24,1,AUT,PLATZER Birgit,3.986 20,13.047 22,29.980 20,41.123 20,131.6,81.8,51.201 17,+1.310,3:26.576,0
2/10/2014,Olympic Games - Sochi,F,23,24,2,AUT,PLATZER Birgit,3.998 22,13.069 25,30.269 31,41.485 29,132.3,82.2,51.518 25,+1.595,3:26.576,0
2/11/2014,Olympic Games - Sochi,F,23,24,3,AUT,PLATZER Birgit,3.988 19,13.061 25,30.223 28,41.535 25,129.8,80.6,51.760 24,+1.995,3:26.576,0
2/11/2014,Olympic Games - Sochi,F,23,24,4,AUT,PLATZER Birgit,4.000 23,13.035 24,30.381 30,41.795 30,129,80.2,52.097 28,+1.908,3:26.576,0
2/10/2014,Olympic Games - Sochi,F,24,26,1,CZE,KOTENOVA Vendula,4.064 31,13.164 31,30.270 29,41.532 27,128.6,79.9,51.760 25,+1.869,3:26.675,0
2/10/2014,Olympic Games - Sochi,F,24,26,2,CZE,KOTENOVA Vendula,4.062 30,13.136 30,30.096 26,41.277 26,130.8,81.3,51.492 24,+1.569,3:26.675,0
2/11/2014,Olympic Games - Sochi,F,24,26,3,CZE,KOTENOVA Vendula,4.046 30,13.086 28,30.060 22,41.442 22,128.6,79.9,51.856 26,+2.091,3:26.675,0
2/11/2014,Olympic Games - Sochi,F,24,26,4,CZE,KOTENOVA Vendula,4.046 30,13.062=28,29.958 25,41.283 24,130.1,80.8,51.567 24,+1.378,3:26.675,0
2/10/2014,Olympic Games - Sochi,F,25,16,1,SVK,GBUROVA Viera,3.976 19,13.031 19,30.081 24,41.417 25,127.3,79.1,51.928 27,+2.037,3:26.697,0
2/10/2014,Olympic Games - Sochi,F,25,16,2,SVK,GBUROVA Viera,3.982 18,13.023=21,29.962 24,41.205 23,130.5,81.1,51.422 23,+1.499,3:26.697,0
2/11/2014,Olympic Games - Sochi,F,25,16,3,SVK,GBUROVA Viera,3.991 20,13.060=23,30.093 23,41.45 24,129.1,80.2,51.782 25,+2.017,3:26.697,0
2/11/2014,Olympic Games - Sochi,F,25,16,4,SVK,GBUROVA Viera,3.992 21,13.019 20,29.887=20,41.194 22,128.4,79.8,51.565 23,+1.376,3:26.697,0
2/10/2014,Olympic Games - Sochi,F,26,30,1,UKR,STETSKIV Olena,3.997 22,13.068 23,30.347 31,41.721 30,127.4,79.2,52.064 28,+2.173,3:27.497,0
2/10/2014,Olympic Games - Sochi,F,26,30,2,UKR,STETSKIV Olena,4.006 25,13.063 23,30.061 25,41.292 27,128.2,79.7,51.553 26,+1.630,3:27.497,0
2/11/2014,Olympic Games - Sochi,F,26,30,3,UKR,STETSKIV Olena,4.015=26,13.078 27,30.201 26,41.593 28,126.9,78.8,51.991 28,+2.226,3:27.497,0
2/11/2014,Olympic Games - Sochi,F,26,30,4,UKR,STETSKIV Olena,4.003 24,13.028 22,29.986 26,41.41 26,125.7,78.1,51.889 26,+1.700,3:27.497,0
2/10/2014,Olympic Games - Sochi,F,27,31,1,FRA,BONNEFOY Morgane,4.022 28,13.119 28,30.212 26,41.53 26,128.9,80.1,51.820 26,+1.929,3:27.592,0
2/10/2014,Olympic Games - Sochi,F,27,31,2,FRA,BONNEFOY Morgane,4.021 28,13.093 29,30.107 27,41.378 28,129,80.1,51.641 28,+1.718,3:27.592,0
2/11/2014,Olympic Games - Sochi,F,27,31,3,FRA,BONNEFOY Morgane,4.031 29,13.128 29,30.209 27,41.591 27,127.7,79.3,51.948 27,+2.183,3:27.592,0
2/11/2014,Olympic Games - Sochi,F,27,31,4,FRA,BONNEFOY Morgane,4.032 29,13.092 30,30.331 29,41.778 29,127.7,79.3,52.183 30,+1.994,3:27.592,0
2/10/2014,Olympic Games - Sochi,F,28,28,1,KAZ,AXENOVA Yelizaveta,4.061 30,13.160 30,30.225 27,41.661 29,127.3,79.1,52.068 29,+2.177,3:28.085,0
2/10/2014,Olympic Games - Sochi,F,28,28,2,KAZ,AXENOVA Yelizaveta,4.064 31,13.155 31,30.171 29,41.518 30,128.6,79.9,51.836 30,+1.913,3:28.085,0
2/11/2014,Olympic Games - Sochi,F,28,28,3,KAZ,AXENOVA Yelizaveta,4.055 31,13.152 31,30.282 30,41.799 30,125.9,78.2,52.340 30,+2.575,3:28.085,0
2/11/2014,Olympic Games - Sochi,F,28,28,4,KAZ,AXENOVA Yelizaveta,4.055 31,13.099 31,30.002 27,41.411 27,127.1,79,51.841 25,+1.652,3:28.085,0
2/10/2014,Olympic Games - Sochi,F,29,27,1,KOR,SUNG Eunryung,4.003 23,13.107 27,30.277 30,41.754 31,126.5,78.6,52.173 30,+2.282,3:28.743,0
2/10/2014,Olympic Games - Sochi,F,29,27,2,KOR,SUNG Eunryung,3.999 23,13.085 28,30.198 30,41.601 31,128.6,79.9,51.960 31,+2.037,3:28.743,0
2/11/2014,Olympic Games - Sochi,F,29,27,3,KOR,SUNG Eunryung,4.014 25,13.137 30,30.364 31,41.931 31,126.3,78.5,52.486 31,+2.721,3:28.743,0
2/11/2014,Olympic Games - Sochi,F,29,27,4,KOR,SUNG Eunryung,3.991 20,13.043 26,30.118 28,41.646 28,127.3,79.1,52.124 29,+1.935,3:28.743,0
2/10/2014,Olympic Games - Sochi,F,30,29,1,ROU,STRAMATURARU Raluca,4.042 29,13.159 29,30.257 28,41.613 28,110.9,68.9,52.862 31,+2.971,3:29.004,0
2/10/2014,Olympic Games - Sochi,F,30,29,2,ROU,STRAMATURARU Raluca,3.995 21,13.013 18,29.952 23,41.248 25,122.6,76.1,51.821 29,+1.898,3:29.004,0
2/11/2014,Olympic Games - Sochi,F,30,29,3,ROU,STRAMATURARU Raluca,3.999 21,13.072 26,30.175 25,41.673 29,124.9,77.6,52.238 29,+2.473,3:29.004,0
2/11/2014,Olympic Games - Sochi,F,30,29,4,ROU,STRAMATURARU Raluca,3.986=18,12.971 16,29.78 16,41.32 25,123.1,76.5,52.083 27,+1.894,3:29.004,0
2/10/2014,Olympic Games - Sochi,F,31,15,1,UKR,SHKHUMOVA Olena,4.020 27,13.097 26,30.076 23,41.159 22,130.4,81,51.211 18,+1.320,3:34.847,0
2/10/2014,Olympic Games - Sochi,F,31,15,2,UKR,SHKHUMOVA Olena,4.032 29,13.073 26,29.919 21,41.01 21,130.4,81,51.092 19,+1.169,3:34.847,0
2/11/2014,Olympic Games - Sochi,F,31,15,3,UKR,SHKHUMOVA Olena,4.015=26,13.042 21,29.906 19,41.033 18,131,81.4,51.128 17,+1.363,3:34.847,0
2/11/2014,Olympic Games - Sochi,F,31,15,4,UKR,SHKHUMOVA Olena,4.022=27,13.040 25,34.651 31,49.328 31,112.5,69.9,1:01.416 31,+11.227,3:34.847,0
